Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
44.0,0.7974169639365617,-0.9580908251995915,B,0.10377358490566038,158.0,1.4901478185352393,5.166124368721483,2.27794225961709,4.998186314637626,5,X,1,Category1,Option4,8.824344611530917,11.71113036294012,Yes,Low,cat
47.0,0.0268381787452141,-0.2441783090045446,D,0.10377358490566038,506.7033461324733,2.1515347860014447,0.450312172608082,-3.3953558584438497,4.998186314637626,3,X,0,Category1,Option2,10.042781428949773,13.355832080263156,Yes,Low,cat
64.0,0.1999900022820793,-1.0147987443204454,B,0.0,474.0,1.410613113058646,6.786555096381965,-3.070746033071704,4.998186314637626,7,Z,0,Category1,Option2,10.042781428949773,13.44948362886787,Yes,Medium,dog
67.0,0.4741244931587874,0.4480401503586159,B,0.10377358490566038,166.0,0.6350908903138338,1.9371581893140288,-0.246269151001595,6.004974702673276,20,X,0,Category1,Option2,10.042781428949773,7.687652301732686,Yes,Low,cat
48.102787456445995,0.5985164510447496,0.0878392458369933,B,0.0,506.7033461324733,0.3921043194086299,4.010937335047976,3.215086470728949,2.8911989957122874,3,Z,0,Category1,Option3,11.25937103731184,6.807769674231409,Yes,Low,cat
48.102787456445995,0.8797531840343717,-0.1474991728507531,D,0.10377358490566038,-40.59127236216466,0.7630043542565234,3.8461804783169895,-4.028923892741873,4.998186314637626,2,Y,0,Category1,Option3,11.857069985400551,12.311780684856473,Yes,Medium,cat
48.102787456445995,0.6383377074253918,1.456409932503242,B,0.0,839.0,0.5054385246032874,0.6941139282867889,-1.1045117306991514,3.973684643524716,4,Z,1,Category1,Option3,8.481114371650676,12.327733007071853,Yes,High,cat
48.102787456445995,0.5223271169586728,0.1266728338825357,B,1.0,840.0,3.156345294894787,5.71908169765312,-1.1493910157640832,8.114886846677456,3,X,0,Category1,Option1,11.946108928598838,12.995709026397446,Yes,Low,dog
36.0,0.9072932156271676,0.0930922488520769,B,0.0,506.7033461324733,3.36139011780233,9.77729511278472,1.5319955482670389,4.998186314637626,17,X,0,Category3,Option3,12.543173850261304,10.40708687212008,Yes,High,cat
48.102787456445995,0.9994264331840584,-1.5527222331379755,B,0.0,821.0,1.0785674702110688,2.461383343379276,0.5530251996125107,3.036719795304628,5,Y,0,Category1,Option4,10.042781428949773,12.653524261526478,No,High,cat
48.102787456445995,0.7301937562123036,-0.4829876504206203,B,0.0,53.0,0.977198026088699,9.674928825966262,-1.7053259430013517,4.998186314637626,2,X,0,Category1,Option3,10.042781428949773,13.733774324639024,Yes,Low,cat
48.102787456445995,0.0871689959823436,-0.2936277556451592,A,0.0,587.0,2.428587515617725,3.271965250970513,0.9729525244509352,4.998186314637626,3,Y,0,Category1,Option3,10.042781428949773,12.457649156328166,Yes,Medium,some other
88.0,0.329888139303105,0.2451798622272845,B,0.10377358490566038,506.7033461324733,0.8142146125479665,8.156510561392981,-1.317727949735123,4.998186314637626,1,Z,0,Category1,Option3,10.042781428949773,6.294400689941409,Yes,Medium,cat
48.102787456445995,0.5216941745098209,1.1649691278748282,B,0.10377358490566038,80.0,0.6652676600048817,3.191797306904462,0.3700956600984329,4.998186314637626,5,Y,1,Category2,Option2,10.042781428949773,12.291239138754744,Yes,Low,some other
48.102787456445995,0.2622584331019467,-0.6277400985131996,B,0.10377358490566038,94.0,2.050567956901732,0.3861684825082245,-0.802786871839655,4.998186314637626,1,X,0,Category2,Option2,8.87922289276033,7.909286180247358,Yes,High,cat
48.102787456445995,0.873724751277538,0.6558039115088595,B,0.10377358490566038,506.7033461324733,1.9328060326231564,5.803692610449469,1.7631875692318328,9.24456826108543,2,Z,1,Category1,Option3,8.017091445547301,12.187141102516938,Yes,High,dog
